examLevelId	word
HSK6	罕
HSK6	旱
HSK6	恨
HSK6	宏
HSK6	幻
HSK6	皇
HSK6	击
HSK6	饥
HSK6	吉
HSK6	夹
HSK6	尖
HSK6	肩
HSK6	杰
HSK6	戒
HSK6	劲
HSK6	井
HSK6	径
HSK6	纠
HSK6	刊
HSK6	抗
HSK6	夸
HSK6	兰
HSK6	拦
HSK6	牢
HSK6	雷
HSK6	劣
HSK6	轮
HSK6	迈
HSK6	麦
HSK6	盲
HSK6	贸
HSK6	妙
HSK6	灭
HSK6	纳
HSK6	泥
HSK6	拟
HSK6	扭
HSK6	盼
HSK6	抛
HSK6	泡
HSK6	佩
HSK6	披
HSK6	贫
HSK6	坡
HSK6	迫
HSK6	扑
HSK6	朴
HSK6	启
HSK6	枪
HSK6	瞧
HSK6	圈
HSK6	券
HSK6	丧
HSK6	杀
HSK6	闪
HSK6	尚
HSK6	舌
HSK6	审
HSK6	寿
HSK6	汰
HSK6	坛
HSK6	吐
HSK6	吞
HSK6	托
HSK6	亡
HSK6	委
HSK6	谓
HSK6	沃
HSK6	乌
HSK6	吓
HSK6	雄
HSK6	旬
HSK6	讯
HSK6	讶
HSK6	炎
HSK6	央
HSK6	仰
HSK6	仪
HSK6	异
HSK6	抑
HSK6	英
HSK6	忧
HSK6	予
HSK6	晕
HSK6	匀
HSK6	孕
HSK6	灾
HSK6	扎
HSK6	宅
HSK6	仗
HSK6	枝
HSK6	肿
HSK6	州
HSK6	妆
HSK6	庄
HSK6	壮
HSK7-9	挨
HSK7-9	癌
HSK7-9	疤
HSK7-9	坝
HSK7-9	罢
HSK7-9	掰
HSK7-9	扳
HSK7-9	颁
HSK7-9	拌
HSK7-9	绊
HSK7-9	绑
HSK7-9	磅
HSK7-9	煲
HSK7-9	卑
HSK7-9	碑
HSK7-9	绷
HSK7-9	蹦
HSK7-9	弊
HSK7-9	贬
HSK7-9	扁
HSK7-9	辨
HSK7-9	辩
HSK7-9	憋
HSK7-9	丙
HSK7-9	波
HSK7-9	剥
HSK7-9	伯
HSK7-9	勃
HSK7-9	搏
HSK7-9	卜
HSK7-9	怖
HSK7-9	惨
HSK7-9	灿
HSK7-9	蹭
HSK7-9	岔
HSK7-9	掺
HSK7-9	搀
HSK7-9	馋
HSK7-9	缠
HSK7-9	铲
HSK7-9	阐
HSK7-9	昌
HSK7-9	扯
HSK7-9	陈
HSK7-9	秤
HSK7-9	痴
HSK7-9	耻
HSK7-9	赤
HSK7-9	仇
HSK7-9	绸
HSK7-9	畴
HSK7-9	酬
HSK7-9	稠
HSK7-9	瞅
HSK7-9	锄
HSK7-9	揣
HSK7-9	踹
HSK7-9	喘
HSK7-9	幢
HSK7-9	捶
HSK7-9	锤
HSK7-9	蠢
HSK7-9	戳
HSK7-9	慈
HSK7-9	赐
HSK7-9	葱
HSK7-9	丛
HSK7-9	凑
HSK7-9	窜
HSK7-9	粹
HSK7-9	搓
HSK7-9	逮
HSK7-9	党
HSK7-9	荡
HSK7-9	盗
HSK7-9	蹬
HSK7-9	瞪
HSK7-9	堤
HSK7-9	颠
HSK7-9	垫
HSK7-9	淀
HSK7-9	奠
HSK7-9	叼
HSK7-9	雕
HSK7-9	爹
HSK7-9	叠
HSK7-9	碟
HSK7-9	丁
HSK7-9	盯
HSK7-9	钉
HSK7-9	董
HSK7-9	兜
HSK7-9	抖
HSK7-9	陡
HSK7-9	赌
HSK7-9	妒
HSK7-9	兑
HSK7-9	炖
HSK7-9	鹅
HSK7-9	遏
HSK7-9	恩
HSK7-9	伐
HSK7-9	废
HSK7-9	沸
HSK7-9	坟
HSK7-9	粪
HSK7-9	锋
HSK7-9	逢
HSK7-9	凤
HSK7-9	缝
HSK7-9	敷
HSK7-9	伏
HSK7-9	辐
HSK7-9	抚
HSK7-9	赴
HSK7-9	腹
HSK7-9	钙
HSK7-9	甘
HSK7-9	杆
HSK7-9	纲
HSK7-9	缸
HSK7-9	搁
HSK7-9	耕
HSK7-9	弓
HSK7-9	拱
HSK7-9	勾
HSK7-9	钩
HSK7-9	谷
HSK7-9	雇
HSK7-9	乖
HSK7-9	灌
HSK7-9	鬼
HSK7-9	函
HSK7-9	撼
HSK7-9	呵
HSK7-9	禾
HSK7-9	哼
HSK7-9	恒
HSK7-9	轰
HSK7-9	哄
HSK7-9	烘
HSK7-9	弘
HSK7-9	吼
HSK7-9	唤
HSK7-9	焕
HSK7-9	荒
HSK7-9	慌
HSK7-9	凰
HSK7-9	煌
HSK7-9	晃
HSK7-9	谎
HSK7-9	辉
HSK7-9	毁
HSK7-9	昏
HSK7-9	荤
HSK7-9	魂
HSK7-9	豁
HSK7-9	稽
HSK7-9	忌
HSK7-9	剂
HSK7-9	祭
HSK7-9	暨
HSK7-9	煎
HSK7-9	拣
HSK7-9	俭
HSK7-9	贱
HSK7-9	溅
HSK7-9	姜
HSK7-9	僵
HSK7-9	桨
HSK7-9	匠
HSK7-9	绞
HSK7-9	搅
HSK7-9	缴
HSK7-9	皆
HSK7-9	揭
HSK7-9	劫
HSK7-9	竭
HSK7-9	筋
HSK7-9	茎
HSK7-9	晶
HSK7-9	鲸
HSK7-9	揪
HSK7-9	倔
HSK7-9	掘
HSK7-9	崛
HSK7-9	嚼
HSK7-9	俊
HSK7-9	峻
HSK7-9	慨
HSK7-9	堪
HSK7-9	侃
HSK7-9	槛
HSK7-9	扛
HSK7-9	磕
HSK7-9	壳
HSK7-9	恳
HSK7-9	啃
HSK7-9	坑
HSK7-9	孔
HSK7-9	抠
HSK7-9	垮
HSK7-9	挎
HSK7-9	跨
HSK7-9	筐
HSK7-9	框
HSK7-9	愧
HSK7-9	捆
HSK7-9	蜡
HSK7-9	揽
HSK7-9	捞
HSK7-9	涝
HSK7-9	勒
HSK7-9	愣
HSK7-9	廉
HSK7-9	咧
HSK7-9	猎
HSK7-9	裂
HSK7-9	拎
HSK7-9	赁
HSK7-9	聆
HSK7-9	溜
HSK7-9	瘤
HSK7-9	遛
HSK7-9	聋
HSK7-9	隆
HSK7-9	搂
HSK7-9	陋
HSK7-9	鹿
HSK7-9	卵
HSK7-9	抡
HSK7-9	萝
HSK7-9	裸
HSK7-9	屡
HSK7-9	缕
HSK7-9	脉
HSK7-9	瞒
HSK7-9	蔓
HSK7-9	茫
HSK7-9	枚
HSK7-9	昧
HSK7-9	闷
HSK7-9	蒙
HSK7-9	盟
HSK7-9	猛
HSK7-9	眯
HSK7-9	谜
HSK7-9	泌
HSK7-9	苗
HSK7-9	庙
HSK7-9	蔑
HSK7-9	鸣
HSK7-9	膜
HSK7-9	磨
HSK7-9	魔
HSK7-9	抹
HSK7-9	莫
HSK7-9	墨
HSK7-9	谋
HSK7-9	亩
HSK7-9	牧
HSK7-9	募
HSK7-9	墓
HSK7-9	乃
HSK7-9	挠
HSK7-9	嫩
HSK7-9	逆
HSK7-9	腻
HSK7-9	黏
HSK7-9	撵
HSK7-9	尿
HSK7-9	捏
HSK7-9	宁
HSK7-9	凝
HSK7-9	纽
HSK7-9	钮
HSK7-9	挪
HSK7-9	趴
HSK7-9	攀
HSK7-9	畔
HSK7-9	刨
HSK7-9	炮
HSK7-9	烹
HSK7-9	棚
HSK7-9	蓬
HSK7-9	劈
HSK7-9	辟
HSK7-9	偏
HSK7-9	泊
HSK7-9	颇
HSK7-9	魄
HSK7-9	谱
HSK7-9	曝
HSK7-9	沏
HSK7-9	漆
HSK7-9	乞
HSK7-9	契
HSK7-9	掐
HSK7-9	迁
HSK7-9	呛
HSK7-9	翘
HSK7-9	撬
HSK7-9	侵
HSK7-9	擎
HSK7-9	驱
HSK7-9	诠
HSK7-9	拳
HSK7-9	瘸
HSK7-9	嚷
HSK7-9	饶
HSK7-9	惹
HSK7-9	仁
HSK7-9	饪
HSK7-9	揉
HSK7-9	若
HSK7-9	桑
HSK7-9	骚
HSK7-9	纱
HSK7-9	捎
HSK7-9	哨
HSK7-9	肾
HSK7-9	渗
HSK7-9	牲
HSK7-9	圣
HSK7-9	屎
HSK7-9	逝
HSK7-9	梳
HSK7-9	疏
HSK7-9	赎
HSK7-9	署
HSK7-9	墅
HSK7-9	耍
HSK7-9	甩
HSK7-9	拴
HSK7-9	涮
HSK7-9	霜
HSK7-9	爽
HSK7-9	丝
HSK7-9	撕
HSK7-9	寺
HSK7-9	肆
HSK7-9	耸
HSK7-9	讼
HSK7-9	苏
HSK7-9	酥
HSK7-9	蒜
HSK7-9	塌
HSK7-9	拓
HSK7-9	胎
HSK7-9	贪
HSK7-9	摊
HSK7-9	滩
HSK7-9	瘫
HSK7-9	痰
HSK7-9	坦
HSK7-9	叹
HSK7-9	炭
HSK7-9	淌
HSK7-9	陶
HSK7-9	腾
HSK7-9	剃
HSK7-9	舔
HSK7-9	捅
HSK7-9	凸
HSK7-9	秃
HSK7-9	涂
HSK7-9	臀
HSK7-9	驮
HSK7-9	妥
HSK7-9	瓦
HSK7-9	丸
HSK7-9	挽
HSK7-9	旺
HSK7-9	伪
HSK7-9	畏
HSK7-9	纹
HSK7-9	吻
HSK7-9	窝
HSK7-9	捂
HSK7-9	勿
HSK7-9	悟
HSK7-9	牺
HSK7-9	稀
HSK7-9	溪
HSK7-9	袭
HSK7-9	虾
HSK7-9	瞎
HSK7-9	峡
HSK7-9	狭
HSK7-9	辖
HSK7-9	仙
HSK7-9	纤
HSK7-9	掀
HSK7-9	弦
HSK7-9	衔
HSK7-9	宪
HSK7-9	镶
HSK7-9	巷
HSK7-9	邪
HSK7-9	泄
HSK7-9	泻
HSK7-9	卸
HSK7-9	懈
HSK7-9	馨
HSK7-9	腥
HSK7-9	刑
HSK7-9	凶
HSK7-9	绣
HSK7-9	锈
HSK7-9	嗅
HSK7-9	吁
HSK7-9	玄
HSK7-9	悬
HSK7-9	削
HSK7-9	穴
HSK7-9	熏
HSK7-9	巡
HSK7-9	驯
HSK7-9	芽
HSK7-9	涯
HSK7-9	哑
HSK7-9	雅
HSK7-9	衍
HSK7-9	掩
HSK7-9	咽
HSK7-9	窑
HSK7-9	耀
HSK7-9	矣
HSK7-9	倚
HSK7-9	亦
HSK7-9	役
HSK7-9	绎
HSK7-9	溢
HSK7-9	翼
HSK7-9	瘾
HSK7-9	鹰
HSK7-9	盈
HSK7-9	庸
HSK7-9	诱
HSK7-9	愚
HSK7-9	舆
HSK7-9	屿
HSK7-9	宇
HSK7-9	郁
HSK7-9	御
HSK7-9	愈
HSK7-9	冤
HSK7-9	缘
HSK7-9	曰
HSK7-9	悦
HSK7-9	蕴
HSK7-9	熨
HSK7-9	砸
HSK7-9	栽
HSK7-9	宰
HSK7-9	攒
HSK7-9	葬
HSK7-9	凿
HSK7-9	枣
HSK7-9	灶
HSK7-9	躁
HSK7-9	贼
HSK7-9	渣
HSK7-9	闸
HSK7-9	诈
HSK7-9	榨
HSK7-9	债
HSK7-9	沾
HSK7-9	斩
HSK7-9	盏
HSK7-9	绽
HSK7-9	蘸
HSK7-9	彰
HSK7-9	胀
HSK7-9	罩
HSK7-9	遮
HSK7-9	振
HSK7-9	蒸
HSK7-9	旨
HSK7-9	帜
HSK7-9	滞
HSK7-9	忠
HSK7-9	衷
HSK7-9	宙
HSK7-9	皱
HSK7-9	烛
HSK7-9	拄
HSK7-9	嘱
HSK7-9	驻
HSK7-9	拽
HSK7-9	撰
HSK7-9	桩
HSK7-9	坠
HSK7-9	卓
HSK7-9	兹
HSK7-9	滋
HSK7-9	籽
HSK7-9	宗
HSK7-9	纵
HSK7-9	揍
